"planet","house","ruler","ruler_house","bg","en"
"venus","4","mars","4","Ремонт след ремонт и все нещо се променя. Обичате мястото и точно затова се биете за него. Внимавайте да не съсипете вечерта заради една неподредена стая.","Repair after repair and something is always changing. You love the place and that is exactly why you fight over it. Careful not to ruin the evening over one untidy room."
"venus","4","mars","5","Вкъщи е шумно от деца, спорт и надпревара. Обичате, като предизвиквате, и това се вижда. Дайте им да ви отвърнат — така стоят близо.","Your home is loud with children, sport and competition. You love by challenging and it shows. Let them answer back — that is how they stay close."
"venus","4","mars","6","Все има какво да се направи и вие го подхващате. Мирът ви идва след свършена задача, не преди. Само не бъркайте умората с уют.","There is always something to do and you take it on. Peace comes to you after the task, not before. Just do not mistake exhaustion for comfort."
"venus","4","mars","7","Домът се вдига с партньор и се тресе от същия човек. Спорите, помирявате се, пак спорите и така върви. Сами къщата ви стои недовършена.","The home goes up with a partner and is shaken by the same person. You argue, you make up, you argue again, and that is how it goes. Alone, the house stands unfinished."
"venus","4","mars","8","Има имот или пари за делене и това не минава тихо. Държите на своето и не отстъпвате. Извадете числата рано и ще спестите години.","There is property or money to divide and it does not pass quietly. You hold on to what is yours and do not give way. Put the numbers out early and you save years."
"venus","4","mars","9","Тръгвате далеч и си правите дом там, където стигнете. Спорите за начина на живот и точно това ви мести. Стоенето ви върви по-трудно от пътя.","You go far and make a home wherever you land. You argue about how life should be lived, and that is exactly what moves you. Staying put comes harder to you than the road."
"venus","4","mars","10","Работата влиза вкъщи и там продължавате да командвате. Вие дърпате напред и навън, и вътре. Помнете, че близките не са екип.","Work comes home and you go on giving orders there. You pull forward both outside and indoors. Remember the family is not a team."
"venus","4","mars","11","Приятели влизат и обръщат къщата и вие го позволявате. Биете се за своите като за роднини. Само че не всеки, който влиза, уважава мястото.","Friends come in and turn the house over, and you allow it. You fight for your own as if they were relatives. But not everyone who walks in respects the place."
"venus","4","mars","12","Гневът вкъщи не се вика, а се трупа. Има стар спор, който никой не е довел до край. Кажете го спокойно и на глас — това стига.","Anger at home is not shouted, it piles up. There is an old quarrel nobody ever finished. Say it calmly and out loud — that is enough."
"venus","4","jupiter","1","Разширявате дома с гости, идеи и още една стая. Вярвате, че ще стигне за всички, и обикновено стига. Пазете се само от прекалено големи планове.","You enlarge the home with guests, ideas and one more room. You believe there will be enough for everybody, and usually there is. Just guard against plans that are too big."
"venus","4","jupiter","2","Купувате хубаво и голямо, не дребно. Домът расте, когато има пари, и вие ги привличате. Само не поемайте повече, отколкото носите.","You buy well and big, not small. The home grows when there is money and you draw it in. Just do not shoulder more than you can carry."
"venus","4","jupiter","3","Вкъщи се обяснява, учи и черпи. Роднините идват за съвет и остават за вечеря. Тук щедростта в приказката върши работа.","At home there is explaining, teaching and pouring drinks. Relatives come for advice and stay for dinner. Generosity in speech does the work here."
"venus","4","jupiter","4","Все има място за още един стол на масата. Каквото ви е дал родът, вие го правите по-хубаво. Не пълнете къщата само защото можете.","There is always room for one more chair at the table. Whatever the family gave you, you make it better. Do not fill the house simply because you can."
"venus","4","jupiter","5","Празници, деца и много храна — така изглежда доброто за вас. Къщата ви е за радост и вие я пълните. Мярката е единственото, което ви липсва.","Celebrations, children and plenty of food — that is what good looks like to you. Your house is for gladness and you fill it. Moderation is the only thing you lack."
"venus","4","jupiter","6","Уютът идва през грижа и работа, не наготово. Помагате вкъщи и от това расте всичко. Само не поемайте чуждите задължения.","Comfort comes through care and work, not ready-made. You help at home and everything grows from that. Just do not take on other people's duties."
"venus","4","jupiter","7","Домът се разширява през партньор и чуждо семейство, което става ваше. Влизате в по-голям кръг, отколкото сте имали. Дайте същото и няма да загубите.","The home expands through a partner and through someone else's family becoming yours. You enter a wider circle than you had. Give the same and you lose nothing."
"venus","4","jupiter","8","Идва помощ, с която мястото се преобразява — чужди пари, наследено, дял. Не е бързо и минава през хора. Затова харчете за трайното, не за показното.","Help arrives that transforms the place — other people's money, something inherited, a share. It is not quick and it goes through people. So spend on what lasts, not on what shows."
"venus","4","jupiter","9","Домът ви е свързан с далечно място — друг град, друга държава. Държите вкъщи чужди неща и чужди навици. Тук уютът иска и малко хоризонт.","Your home is tied to somewhere far — another city, another country. You keep foreign things and foreign habits in the house. Comfort here wants a bit of horizon too."
"venus","4","jupiter","10","Семейното име отваря врати и вие го надграждате. Домът ви е и визитна картичка. Не забравяйте да върнете нещо на тези, които са дали основата.","The family name opens doors and you build on it. Your home is also a calling card. Do not forget to give something back to the people who laid the foundation."
"venus","4","jupiter","11","Къщата ви е място за срещи и вие го обичате. Приятели донасят, помагат, остават до късно. Затваряйте вратата понякога, за да остане ценно.","Your house is a meeting place and you love that. Friends bring things, help out, stay late. Close the door now and then so it stays worth something."
"venus","4","jupiter","12","Доброто вкъщи идва тихо и отдалеч. Има в рода вяра или помощ, за която не се говори. Тук покоят е богатство, не празно време.","The good comes to your home quietly and from a distance. Somewhere in the family there is faith or help nobody mentions. Peace here is wealth, not empty time."
"venus","4","saturn","1","Домът лежи на вас и вие го носите, без да се жалвате. Правите го хубав бавно и с лишения. Тежестта е истинска, но точно тя го прави ваш.","The home rests on you and you carry it without complaining. You make it beautiful slowly and by going without. The weight is real, and it is exactly what makes the place yours."
"venus","4","saturn","2","Всяко хубаво нещо тук е платено и вие помните колко. Купувате рядко и трайно. Затова и държите на своето повече от повечето хора.","Every good thing here was paid for and you remember what it cost. You buy rarely and for keeps. That is why you hold on to yours harder than most."
"venus","4","saturn","3","С роднините има студенина или стари сметки и вие го заглаждате. Разговорите вкъщи са кратки и по същество. Тук мирът се пази с ясни условия.","With relatives there is coolness or old accounts, and you smooth it over. Conversations at home are short and to the point. Peace here is kept with clear terms."
"venus","4","saturn","4","Хубавото вкъщи става по правила и с бюджет. Строго е било и вие пазите този ред, дори когато ви тежи. Позволете си едно нещо само защото ви радва.","Beauty at home happens by rules and to a budget. It was strict once and you keep that order even when it weighs. Allow yourself one thing purely because it pleases you."
"venus","4","saturn","5","Радостта вкъщи има повод и мярка. Дори празникът ви е по график. Отпуснете малко и ще получите повече, отколкото очаквате.","Gladness at home has a reason and a measure. Even your celebration runs to a schedule. Loosen it a little and you get back more than you expect."
"venus","4","saturn","6","Домът ви върви по график и вие го поддържате. Нищо не се пропуска, но и не остава време за друго. Вписвайте и почивката като задача.","Your home runs to a schedule and you keep it. Nothing is missed, and nothing else gets any time either. Put the rest into the schedule as a task too."
"venus","4","saturn","7","Домът зависи от договор — брак, съсобственост, дадена дума. Партньорът е и опора, и рамка. Каквото уговорите ясно, ще държи.","The home depends on an agreement — a marriage, joint ownership, a word given. The partner is both the support and the frame. What you agree clearly will hold."
"venus","4","saturn","8","Хубавият дом чака един подпис, който се бави. Има стара сметка за имот и тя ще се уреди, но не сега. Дотогава правете каквото може с малко.","The good home is waiting on a signature that keeps not coming. There is an old account about property and it will be settled, though not now. Until then, do what can be done with little."
"venus","4","saturn","9","Между дома и далечното стои нещо — разстояние, документи, различни разбирания. Тръгването се отлага, но не се отменя. Тук пътят се отваря по-късно.","Something stands between the home and the far place — distance, papers, different convictions. Leaving gets postponed, not cancelled. The road opens later here."
"venus","4","saturn","10","Домът ви е и представителен, защото работата го изисква. Правите го хубав, но и за чужди очи. Дайте си един ъгъл, който е само за вас.","Your home has to look right, because the work requires it. You make it beautiful, and partly for other people's eyes. Give yourself one corner that is only yours."
"venus","4","saturn","11","Малко хора влизат в дома ви и това е избор. Тези, които влизат, се задържат години. Тук стойността е в постоянството, не в броя гости.","Few people come into your home, and that is a choice. The ones who do stay for years. The value here is in constancy, not in the number of guests."
"venus","4","saturn","12","Правите мястото хубаво, а има стая, в която не се влиза. В рода е имало липса, за която не се говори. Отворете я тихо и уютът ще стане истински.","You make the place beautiful, and there is one room nobody goes into. There was an absence in the family that is never mentioned. Open it quietly and the comfort turns real."
