"planet","house","ruler","ruler_house","bg","en"
"neptune","11","mercury","1","В компанията идеите ви се разтварят и после не се знае чии са. Говорите щедро и без бележник. Записвайте своите отделно.","In the crowd your ideas dissolve and afterwards nobody knows whose they were. You speak generously and without a notebook. Keep your own written down separately."
"neptune","11","mercury","2","Уреждате общите пари и всички разчитат на паметта ви. Тя не е надеждна в лош месец. Пишете числата на видно място.","You handle the shared money and everybody relies on your memory. It is not reliable in a bad month. Write the figures somewhere visible."
"neptune","11","mercury","3","Информацията в кръга минава през вас и вие я предавате мекo. Понякога тя се изкривява по пътя. Проверявайте, преди да я пуснете.","The circle's information passes through you and you pass it on gently. Sometimes it gets distorted on the way. Check it before you release it."
"neptune","11","mercury","4","Организирате събиранията и после сте единственият с ясна представа. Уреждате чуждото по-лесно от своето. Кажете правилата рано.","You organise the gatherings and then you are the only one with a clear picture. You sort out other people's affairs more easily than your own. State the rules early."
"neptune","11","mercury","5","В компанията вие измисляте какво ще правим и половината остава на думи. Идеите ви идват в движение. Довършвайте по едно.","In the crowd you are the one who invents what everybody will do and half of it stays talk. Your ideas come on the move. Finish them one at a time."
"neptune","11","mercury","6","Поемате организацията, защото никой друг не я върши. Виждате къде се къса общият план. Не поправяйте всичко сами.","You take on the organising because nobody else does. You see where the shared plan breaks. Do not fix it all yourself."
"neptune","11","mercury","7","Свързвате двама и после уреждате техните недоразумения. Един съюз ви носи повече от десет познанства. Каквото не е записано, ще се повтори.","You introduce two people and then settle their misunderstandings. One alliance brings you more than ten acquaintances. Whatever is not written will come round again."
"neptune","11","mercury","8","Знаете тайните и сметките на кръга и мълчите. Питате внимателно там, където има мъгла. Дискретността ви пази.","You know the circle's secrets and accounts and you keep quiet. You ask carefully where the fog is. Discretion protects you."
"neptune","11","mercury","9","Учите се сред хора с обща идея и там ви идват мислите. Кръгът ви е от търсещи. Проверявайте чия е мисълта.","You learn among people with a shared idea and your thoughts come there. Your circle is made of seekers. Check whose thought it was."
"neptune","11","mercury","10","Мрежата ви носи работа, защото говорите с всички. Един разговор отваря врата. Не поемайте чужди обещания.","Your network brings you work because you talk to everybody. One conversation opens a door. Do not take on their promises."
"neptune","11","mercury","11","Тук умът и компанията са едно: идеите се раждат в разговор. Вие сте връзката между всички. Не бъдете вечният организатор.","Here the mind and the company are one thing: the ideas are born in conversation. You are the link between everybody. Do not be the permanent organiser."
"neptune","11","mercury","12","Пишете на кръга неща, които не бихте казали на глас. Знаете за всички повече, отколкото си признавате. Кажете едно нещо направо, преди да е станало клюка.","You write to the circle things you would not say out loud. You know more about everybody than you admit. Say one thing straight out before it becomes gossip."
"neptune","11","venus","1","Приятелствата ви са красиви и малко идеализирани. Виждате в хората това, което ви трябва. Проверявайте ги в лош момент, не в добър.","Your friendships are beautiful and a little idealised. You see in people what you need. Check them in a bad moment rather than a good one."
"neptune","11","venus","2","Помагате с пари и подаръци и това ви радва. Кръгът ви носи изгодни неща. Не купувайте приятелства.","You help with money and presents and it pleases you. Your circle brings you good opportunities. Do not buy friendships."
"neptune","11","venus","3","Приятни сте в компания и хората ви канят навсякъде. Заглаждате чужди спорове. Не мълчете, за да няма неудобство.","You are pleasant in company and people invite you everywhere. You smooth over other people's arguments. Do not stay silent to avoid awkwardness."
"neptune","11","venus","4","Домът ви е отворен и приятелите остават дълго. Обичате пълна къща. Кажете кога свършва вечерта.","Your home is open and friends stay a long time. You love a full house. Say when the evening ends."
"neptune","11","venus","5","Сред приятели идват и любовта, и поводите. Кръгът ви е мек и приемащ. Не давайте повече, отколкото ви остава.","Among friends both the love and the occasions arrive. Your circle is soft and accepting. Do not give more than you have left."
"neptune","11","venus","6","Помагате на своите с грижа и с вкус. Хората ви търсят, защото с вас е леко. Не поемайте всичко безплатно.","You help your own with care and taste. People come to you because it is easy with you. Do not take it all on for nothing."
"neptune","11","venus","7","Приятел ви става партньор и това ви е познатият път. Границите се размиват меко. Кажете какво е, за да не решат други.","A friend becomes a partner and that is your familiar road. The boundaries blur gently. Say what it is, so others do not decide."
"neptune","11","venus","8","В кръга има човек, с когото парите и близостта отдавна са се смесили. Никой не иска да отвори темата. Отворете я, докато е още само неудобна.","There is somebody in the circle with whom money and closeness got mixed long ago. Nobody wants to open the subject. Open it while it is still only awkward."
"neptune","11","venus","9","Приятелите ви са от чужбина и вие тръгвате с тях. Общите планове са за път. Не плащайте за всички.","Your friends are from abroad and you set off with them. The shared plans are for a road. Do not pay for everybody."
"neptune","11","venus","10","Кръгът ви носи работа и вие го поддържате с добър тон. Умеете да поискате помощ. Връщайте услугите навреме.","Your circle brings you work and you keep it going with a good manner. You know how to ask for help. Return the favours in time."
"neptune","11","venus","11","Тук всичко се събира: обичате хората си и те го усещат. Кръгът ви е широк и топъл. Не се обиждайте, ако не всички отвърнат.","Here it all comes together: you love your people and they feel it. Your circle is wide and warm. Do not take offence if not everybody answers in kind."
"neptune","11","venus","12","Има приятел, за когото не разказвате на останалите, и той е важният. Помагате му тихо и не искате нищо. Кажете му го веднъж.","There is a friend you never mention to the others, and that is the important one. You help them quietly and want nothing. Say it to them once."
"neptune","11","mars","1","Тръгвате с групата, преди да е ясно накъде. Защитавате своите, дори когато не са прави. Питайте за плана, преди да сте влезли.","You set off with the group before it is clear where to. You defend your own even when they are wrong. Ask about the plan before you go in."
"neptune","11","mars","2","Влагате пари в общи начинания по усещане. Помагате бързо и после броите. Кажете сумата предварително.","You put money into shared ventures by instinct. You help fast and count afterwards. Say the amount in advance."
"neptune","11","mars","3","В кръга спорите меко и после кипите. Казвате го наполовина. Кажете го цялото веднъж.","In the circle you argue softly and then you boil. You say half of it. Say all of it once."
"neptune","11","mars","4","Приятелите ви обръщат къщата и вие ги пускате. Домът ви е база за чужди нужди. Кажете правилата рано.","Your friends turn the house over and you let them. Your home is a base for other people's needs. State the rules early."
"neptune","11","mars","5","Забавлявате се в надпревара със своите и понякога прекалявате. Обичате да предизвиквате. Не превръщайте приятелството в мач.","You enjoy yourself competing with your own and sometimes you overdo it. You like to provoke. Do not turn friendship into a match."
"neptune","11","mars","6","Помагате с ръце и с време, докато не остане сила. В екипа вие вършите. Не вършете вместо всички.","You help with your hands and your time until the strength runs out. In the team you are the one doing it. Do not do it instead of everybody."
"neptune","11","mars","7","Един приятел ви е и съперник и това ви държи буден. Спорите и продължавате. Триенето е част от близостта.","One friend is also a rival and it keeps you awake. You argue and carry on. The friction is part of the closeness."
"neptune","11","mars","8","Общи пари с приятели ви носят и полза, и сривове. Влизате смело и после уреждате. Уговаряйте всичко.","Shared money with friends brings you both gain and collapses. You go in boldly and settle it afterwards. Put everything in writing."
"neptune","11","mars","9","Приятелите ви са от далеч и споровете ви са за принципи. Тръгвате заедно и се връщате различни. Пътят е по-важен от правотата.","Your friends are from far away and your arguments are about principles. You set off together and come back different. The road matters more than being right."
"neptune","11","mars","10","Кръгът ви е свързан с работа и там дърпате. Общият успех минава през вашата енергия. Не искайте от всички вашето темпо.","Your circle is bound up with work and you pull there. The shared success runs on your energy. Do not demand your pace from everybody."
"neptune","11","mars","11","Тук огънят е в общото: биете се за кауза, която не можете да обясните напълно. Групата ви носи посоката. Проверявайте за какво се биете.","Here the fire is in the shared thing: you fight for a cause you cannot fully explain. The group gives you the direction. Check what you are fighting for."
"neptune","11","mars","12","Биете се за групата в разговори, за които никой не научава. Носите чужди спорове тихо и после сте изтощен. Кажете едно нещо на глас пред всички.","You fight for the group in conversations nobody hears about. You carry their arguments quietly and end up drained. Say one thing out loud in front of everybody."
"neptune","11","jupiter","1","Кръгът ви расте, без да го търсите, и оттам идва всичко. Един познат води до втори. Мярката в обещанията е урокът.","Your circle grows without your looking for it, and everything comes from there. One acquaintance leads to a second. Measure in your promises is the lesson."
"neptune","11","jupiter","2","Кръгът ви носи пари, за които не сте кандидатствали. Помагате безплатно и после ви идва поръчка. Само казвайте цената, преди да сте започнали.","Your circle brings you money you never applied for. You help for free and then a commission arrives. Just say the price before you start."
"neptune","11","jupiter","3","Свързвате хора и обяснявате идеята така, че тръгват. Обещавате леко и после гоните. Думата ви е половината дело.","You connect people and explain the idea so that they set off. You promise easily and then chase it. Your word is half the undertaking."
"neptune","11","jupiter","4","Домът ви е сборен пункт и вие го поддържате. Приятели помагат с ръце. Не поемайте всичко сами.","Your home is a gathering point and you keep it going. Friends help with their hands. Do not take it all on yourself."
"neptune","11","jupiter","5","Компанията ви е за празник и за общи идеи. Организирате щедро. Мярката е това, което ви липсва.","Your crowd is for celebration and shared ideas. You organise generously. Moderation is what you lack."
"neptune","11","jupiter","6","В общото поемате практичната част, защото никой друг не я иска. Помагате повече, отколкото имате часове. Определете колко и се дръжте на това.","In the shared thing you take on the practical part because nobody else wants it. You help more than you have hours for. Decide how much and hold to it."
"neptune","11","jupiter","7","От кръга ви идва човекът, с когото правите нещо голямо. Съюзът тръгва като обща вяра, не като план. Внимавайте с обещанията пред свидетели.","The person you do something large with comes out of your circle. The alliance starts as a shared faith rather than a plan. Watch the promises made in front of witnesses."
"neptune","11","jupiter","8","Общите пари растат, докато има доверие, и се разливат в деня, в който то падне. Влизате заради хората. Пишете условията, докато всички са добре.","Shared money grows while there is trust and spills the day it goes. You go in for the people. Write the terms down while everybody is still fine."
"neptune","11","jupiter","9","Каузата ви е голяма и идва отдалеч. Тръгвате с хора и стигате далеч. Не проповядвайте.","Your cause is large and comes from far away. You set off with people and get a long way. Do not preach."
"neptune","11","jupiter","10","Кръгът ви издига и вие го дърпате нагоре. Общият успех става ваше име. Връщането на услугата е част от пътя.","The circle lifts you and you pull it up. The shared success becomes your name. Returning the favour is part of the road."
"neptune","11","jupiter","11","Тук всичко е в изобилие: хора, каузи, планове, надежда. Получавате повече, отколкото сте търсили. Довършването е вашата работа.","Here everything comes in abundance: people, causes, plans, hope. You get more than you were looking for. Finishing is your part."
"neptune","11","jupiter","12","Помагате на кръга тихо и повече, отколкото се знае. Борите се без свидетели. Не давайте, докато не остане нищо.","You help the circle quietly and more than anybody knows. You fight without witnesses. Do not give until nothing is left."
"neptune","11","saturn","1","Кръгът ви расте бавно и остава. Малко хора влизат, но издържат. Постоянството е вашата обич.","Your circle grows slowly and it stays. Few people come in, and they last. Constancy is your form of affection."
"neptune","11","saturn","2","Общите пари уговаряте предварително и без емоция. Не давате на заем лесно. Едно ясно условие спестява скандал.","You settle shared money in advance and without emotion. You do not lend easily. One clear condition saves a row."
"neptune","11","saturn","3","Говорите рядко в групата, но когато кажете, се слуша. Не влизате в шумни спорове. Мълчанието ви дава тежест.","You speak rarely in the group, and when you do it is heard. You do not join noisy arguments. Silence gives you weight."
"neptune","11","saturn","4","Приятелите ви идват през рода и остават десетилетия. Малко хора влизат вкъщи. Не затваряйте вратата съвсем.","Your friends came through the family and stay for decades. Few people come into the house. Do not close the door altogether."
"neptune","11","saturn","5","Дори веселбата ви е организирана. Приятелите ви са по-сериозни от повечето. Дайте си вечер без план.","Even your merriment is organised. Your friends are more serious than most. Give yourself an evening with no plan."
"neptune","11","saturn","6","В общото носите досадната част и никой не пита кой я върши. Правите я по график и без напомняне. Кажете какво сте свършили.","In the shared thing you carry the tedious part and nobody asks who does it. You do it to a schedule and without being reminded. Say what you finished."
"neptune","11","saturn","7","Един човек от кръга ви е като договор: ясен и траен. Другите се менят, той остава. Поискайте и вие нещо от него.","One person in the circle is like a contract: clear and lasting. The others change and they remain. Ask them for something too."
"neptune","11","saturn","8","В обща каса влизате след дълга проверка. Дълг между свои ви тежи. Навременният отказ пази всички.","You go into a common fund after long checking. A debt between friends weighs on you. A timely refusal protects everybody."
"neptune","11","saturn","9","Каузите ви са малко и сериозни и ги носите с години. Влизате в общо дело след наблюдение. Постоянството е приносът ви.","Your causes are few and serious and you carry them for years. You join a shared undertaking after watching. Constancy is your contribution."
"neptune","11","saturn","10","Кръгът ви е от колеги и е проверен във времето. Признанието идва през тях, но бавно. Услугите се връщат точно.","Your circle is made of colleagues and time has tested it. Recognition comes through them, but slowly. Favours get returned exactly."
"neptune","11","saturn","11","Тук всичко е издържане: малко хора, дълги години, тежки общи задачи. Каквото сте изградили, не се разпада. Не отказвайте новите автоматично.","Everything here is endurance: few people, long years, heavy shared tasks. What you built does not fall apart. Do not turn newcomers away automatically."
"neptune","11","saturn","12","Помагате на кръга в неща, за които никой не подозира. Носите чужди тайни години и мълчите. Кажете на един човек колко ви струва.","You help the circle with things nobody suspects. You have carried their secrets for years in silence. Tell one person what it costs you."
