"planet","house","ruler","ruler_house","bg","en"
"jupiter","7","moon","10","Хората виждат двойката и по нея съдят за вас — тук домашното излиза навън. Онзи до вас вдига името ви и вие се стараете да не го посрамите. Внимавайте да не обещаете публично нещо, което после се урежда вкъщи.","People see the couple and judge you by it; the private part comes out into the open here. The one beside you lifts your name and you take care not to embarrass it. Careful about promising in public what has to be arranged at home afterwards."
"jupiter","7","moon","11","Приятелите ви стават общи и къщата се пълни с хора. Покрай тях идват и помощ, и покани, и повече от това, което сте търсили. Само не поемайте всяко гостуване, защото ви е неудобно да откажете.","Your friends become shared and the house fills with people. Help, invitations and more than you were after all arrive through them. Just do not accept every visit because saying no feels awkward."
"jupiter","7","moon","12","Има кой да ви носи тихо — плаща, помага, оправя, без да го казва на никого. Вие се привързвате към това и после ви е трудно да го назовете на глас. Пазете нещата да не се заплетат толкова, че сам да не знаете кой на кого дължи.","Someone carries you quietly — pays, helps, sorts things out without telling anyone. You get attached to that and then find it hard to say out loud. Do not let it tangle so far that even you cannot say who owes whom."
"jupiter","7","mercury","1","Растете чрез хора и говорите за това, докато го правите — устата ви върви преди сметката. Другият харесва точно бързината ви и я поощрява. Само че думата, дадена весело, после се търси сериозно.","You grow through people and you talk while you do it; your mouth runs ahead of the arithmetic. The other one likes exactly that quickness and encourages it. But a word given cheerfully is later collected seriously."
"jupiter","7","mercury","2","Уговорките опират до пари и точно там се решават — кой колко влага, кой какво взима. Другият ви носи повече, отколкото имате, и вие бързо смятате наум. Смятайте и на хартия, преди да подадете ръка.","The arrangements come down to money and that is where they get settled — who puts in what, who takes what. The other one brings you more than you have and you do the sums in your head fast. Do them on paper too before you shake on it."
"jupiter","7","mercury","3","Всичко минава през приказка — среща, идея, познат на познат, и изведнъж вратите са отворени. Обичате да свързвате хора и оттам ви идва късметът. Пазете се от прибързаното да, казано, докато още се смеете.","Everything goes through talk — a meeting, an idea, a friend of a friend, and suddenly the doors are open. You like introducing people to each other and your luck comes from that. Watch the quick yes you give while you are still laughing."
"jupiter","7","mercury","4","Голямото се урежда вкъщи, на масата, между своите — там се говори и там се решава. Другият внася повече място, повече роднини, повече шум. Записвайте кой какво е обещал, дори когато сте между близки.","The big things get arranged at home, at the table, among your own — that is where the talking and the deciding happen. The other one brings more room, more relatives, more noise. Write down who promised what, even among family."
"jupiter","7","mercury","5","Свързвате се през игра — общи забавления, деца, малко залагане на късмет. Другият ви кара да опитвате повече, отколкото сте свикнали. Само пресмятайте риска, докато ви е весело, а не след това.","You connect through play — shared fun, children, a bit of betting on luck. The other one gets you trying more than you are used to. Just work out the risk while you are still enjoying it, not afterwards."
"jupiter","7","mercury","6","Разбирателството става от работа — общи задачи, разписания, кой поема какво днес. Онзи до вас ви носи повече поръчки, отколкото са ви нужни. Кажете не навреме, иначе денят ви се пълни с чужди дела.","The understanding is built out of work — shared tasks, timetables, who takes what today. The one beside you brings in more orders than you need. Say no in time, or your day fills up with other people's business."
"jupiter","7","mercury","7","Другият е бърз на приказка, познава много хора и ви влачи нашироко. Разговорът между вас е самото богатство — оттам идват и парите, и възможностите. Само че двама приказливи лесно се разбират и също толкова лесно се преразбират.","The other one is quick with words, knows a lot of people and pulls you out wide. The conversation between you is the wealth itself; the money and the chances come out of it. But two talkers agree easily and mis-agree just as easily."
"jupiter","7","mercury","8","Печалбата минава през общи сметки, заеми и подписи, а не през заплатата. Другият смята по-бързо от вас и това ви устройва. Прочетете дребния шрифт, дори когато отсреща бърза.","The gain runs through joint accounts, loans and signatures, not through wages. The other one counts faster than you and that suits you. Read the small print anyway, even when they are in a hurry."
"jupiter","7","mercury","9","Свързвате се през учене и през път — курс, чужд език, някой, който ви показва по-голяма карта. Разговорът ви е за далечни неща и той наистина ви извежда далеч. Пазете се от лесната дума, дадена, докато сте на гости в чужда страна.","You connect through study and through travel — a course, a foreign language, someone who shows you a bigger map. The talk between you is about far-off things and it really does take you far. Beware the easy word given while you are a guest in another country."
"jupiter","7","mercury","10","Името ви расте през този, с когото се говори за вас — той ви представя и вратите се отварят. Обичате да ви цитират и това не е малка част от сделката. Внимавайте какво обещавате, когато има кой да го чуе.","Your name grows through the one people talk about you with; they make the introduction and doors open. You like being quoted and that is no small part of the deal. Mind what you promise when there is someone around to hear it."
"jupiter","7","mercury","11","Полезните хора идват на групи — клуб, компания, чат, в който всички се познават. Другият ви въвежда и вие бързо се сприятелявате с всички наведнъж. Само не поемайте общо задължение, за което после отговаряте сам.","The useful people arrive in groups — a club, a company, a chat where everyone knows everyone. The other one brings you in and you make friends with all of them at once. Just do not take on a shared obligation you end up answering for alone."
"jupiter","7","mercury","12","Много от уговорките се правят настрана и не се обявяват. Има кой да ви подшушва къде има работа и вие печелите от това. Но неписаното тук се помни различно от двете страни.","A lot of the arranging happens off to the side and is not announced. Someone tips you off about where the work is and you profit from it. Only what is unwritten here gets remembered differently by each side."
"jupiter","7","venus","1","Хората ви търсят и вие им харесвате — оттам започва всяко разширяване. Обичате да изглеждате добре до човека, с когото сте, и това си личи. Само че лесното да, дадено с усмивка, после струва.","People come to you and like you, and every widening starts there. You enjoy looking good beside whoever you are with and it shows. But the easy yes given with a smile costs something later."
"jupiter","7","venus","2","Съюзът се вижда по джоба — по-хубави неща, по-хубава маса, по-хубава къща. Не обичате да се стиска и харчите широко, щом има. Точно затова тук е важно да знаете какво остава в края на месеца.","The alliance shows in the pocket — better things, a better table, a better place to live. You do not like penny-pinching and you spend wide when there is something to spend. That is exactly why here you need to know what is left at the end of the month."
"jupiter","7","venus","3","Приятно ви е с човек, с когото се говори леко — шеги, разходки, дребни удоволствия през деня. Оттам идват и по-големите неща, почти без да ги гоните. Само се пазете да не обещаете нещо, защото е било хубаво казано.","You take to someone who is easy to talk with — jokes, walks, small pleasures through the day. The bigger things arrive out of that almost without you chasing them. Just be careful not to promise something because it was pleasantly put."
"jupiter","7","venus","4","Домът става по-хубав, откакто сте двама — повече място, повече вкус, повече гости. Тук се решава всичко: щом вкъщи е топло, останалото ви е по-леко. Гледайте само да не изхарчите за уюта повече, отколкото имате.","The house gets nicer once you are two — more room, more taste, more visitors. This is where it is all decided: if it is warm at home, everything else comes easier. Just do not spend more on the comfort than you actually have."
"jupiter","7","venus","5","Влюбвате се широко и не пестите нищо — нито вниманието, нито парите. Децата, излизанията и малките разкоши ви носят повече, отколкото очаквате. Пазете се обаче от залог, направен, защото вечерта е била хубава.","You fall in love generously and spare nothing — not the attention, not the money. Children, nights out and small luxuries bring you more than you expect. But watch the bet placed because the evening went well."
"jupiter","7","venus","6","Обичате човек, с когото се работи приятно — заедно ви върви и вие го усещате. Оттам идват клиенти, поръчки и повече от нужното. Само не приемайте всичко, защото ви е неудобно да откажете на свой човек.","You love someone who is pleasant to work with; things go well together and you feel it. Clients, orders and more than you need come from there. Just do not accept everything because refusing your own person feels awkward."
"jupiter","7","venus","7","Другият е приятен, щедър и лесен за живеене, и покрай него ви върви. Мразите да разваляте настроението и затова се съгласявате твърде бързо. Оттам и сметките, които после чакат и двама ви.","The other one is pleasant, generous, easy to live with, and things go your way beside them. You hate spoiling the mood and so you agree too fast. Hence the bills that wait for the two of you afterwards."
"jupiter","7","venus","8","Онова, което ви идва, минава през чужди пари — подарък, дял, застраховка, оставено от някого. Приятно ви е да получавате и не сте от гордите. Но приятното даване тук се превръща в дълг по-често, отколкото ви се иска.","What comes to you runs through other people's money — a gift, a share, a policy, something left behind. You are comfortable receiving and not too proud about it. Only here, pleasant giving turns into debt more often than you would like."
"jupiter","7","venus","9","Харесва ви човек отдалеч — друг език, друга кухня, друг начин на живеене. Пътувате заедно и точно на път сте най-добре. Само не решавайте живота си, докато сте на почивка.","You are drawn to someone from far away — another language, another kitchen, another way of living. You travel together and travelling is when you are at your best. Just do not decide your life while you are on holiday."
"jupiter","7","venus","10","Двойката ви се харесва отвън и това ви отваря врати. Държите нещата да изглеждат добре и наистина изглеждат. Внимавайте само да не се съгласявате публично, за да не разваляте картинката.","People like the look of you as a couple and that opens doors. You want things to look right and they do. Careful only that you are not agreeing in public just to keep the picture intact."
"jupiter","7","venus","11","Идват ви покани, приятели и хора, които искат да ви бъдат полезни. Обичате компанията и рядко отказвате място на масата. Само не раздавайте обещания на цялата компания, за да е весело.","Invitations arrive, and friends, and people who want to be useful to you. You like the company and rarely refuse anyone a place at the table. Just do not hand out promises to the whole room to keep the evening light."
"jupiter","7","venus","12","Има топлина, която не се показва — среща, помощ, подарък, за които никой не знае. Приятно ви е така и не бързате да го изнасяте навън. Но неща, останали неказани твърде дълго, започват да струват.","There is a warmth that is not shown — a meeting, a favour, a gift nobody hears about. You like it that way and are in no rush to bring it into the open. But things left unsaid too long start to cost."
"jupiter","7","mars","1","Тръгвате пръв и точно затова ви намират хора, които ви разширяват живота. Другият е горещ, бърз, малко рязък, и вие не се дърпате. Само че двама, които настъпват, лесно се блъскат в най-хубавия момент.","You move first, and that is why people who widen your life find you. The other one is hot, fast, a bit sharp, and you do not back away. But two who advance collide easily at the best possible moment."
"jupiter","7","mars","2","Спорът с човека до вас винаги стига до парите — кой е внесъл, кой е похарчил. Оттам идва и растежът: натискате заедно и излиза повече. Разделете сметките рано и половината караници изчезват.","Any argument with the person beside you ends up at the money — who put in, who spent. That is also where the growth is: you push together and more comes out. Split the accounts early and half the rows disappear."
"jupiter","7","mars","3","Караницата е бърза и минава, а после отново сте на телефона. Другият ви влачи по места, движи ви, не ви оставя да седите. Просто не давайте дума в разгара на разговора.","The quarrel is quick and passes, and then you are back on the phone. The other one drags you to places, keeps you moving, never lets you sit still. Just do not give your word in the heat of the conversation."
"jupiter","7","mars","4","Всичко се решава вкъщи и там е и по-топло, и по-шумно. Другият внася повече място и повече напрежение едновременно. Правете ремонтите на етапи, иначе апетитът ви ще изяде и покрива.","It all gets decided at home, and home is both warmer and louder for it. The other one brings more room and more tension at once. Do the building in stages, or your appetite will eat the roof as well."
"jupiter","7","mars","5","Заедно рискувате — залози, начинания, деца, направени с ентусиазъм. Другият ви пали и вие обичате да ви палят. Само сложете си таван, преди да седнете на масата.","You take risks together — bets, ventures, children conceived on enthusiasm. The other one fires you up and you like being fired up. Just set yourself a ceiling before you sit down at the table."
"jupiter","7","mars","6","Работата ви събира и работата ви кара да се сдърпате — всеки ден по малко. Другият дърпа повече, отколкото е разумно, и вие го следвате. Пазете гърба и съня си, те си плащат първи.","The work brings you together and the work is what you scrap over — a little every day. The other one pulls in more than is sensible and you follow. Look after your back and your sleep; they collect first."
"jupiter","7","mars","7","Другият е боец и точно затова животът ви става по-голям — с него се стига по-далеч. Двамата обещавате големи неща на висок глас и после ги гоните. Само че оттук минават и съдебните дела, ако не се внимава.","The other one is a fighter, and that is exactly why life gets bigger — you get further with them. You both promise big things loudly and then chase them down. But this is also where the court cases come from if you are careless."
"jupiter","7","mars","8","Парите тук са общи и точно затова горят. Другият е смел с чуждото и ви учи да рискувате. Питайте направо за цифрите, преди да е станало неудобно да питате.","The money here is shared and that is exactly why it burns. The other one is bold with what is not theirs and teaches you to risk. Ask about the numbers straight out, before asking gets awkward."
"jupiter","7","mars","9","Тръгвате надалеч заради човек и наистина стигате. Спорите за вяра, за право, за това как се живее правилно, и точно от това ви расте главата. Само дръжте документите наред, когато сте в чужда държава.","You set off far because of someone and you really do get there. You argue about faith, about law, about the right way to live, and that is what grows your head. Just keep the paperwork straight while you are in someone else's country."
"jupiter","7","mars","10","Онзи до вас бута кариерата ви и понякога бута грубо. Излизате нашироко и хората ви забелязват заедно. Внимавайте с враговете, които се правят публично, а се плащат насаме.","The one beside you pushes your career and sometimes pushes roughly. You go out wide and people notice the two of you together. Watch out for the enemies made in public and paid for in private."
"jupiter","7","mars","11","Обединявате се с хора и заедно се хвърляте в неща, които сам не бихте започнали. Идват съдружници, отбор, компания с апетит. Само знайте кой поема какво, преди да сте вдигнали чашите.","You band together with people and throw yourselves into things you would never start alone. Partners arrive, a team, a company with an appetite. Just know who takes what before the glasses go up."
"jupiter","7","mars","12","Има борба, която не се вижда — човек ви пази или ви върти зад гърба, и вие го усещате късно. Оттам идват и печалбите, и загубите. Не подписвайте нищо, което не бихте показали на трети човек.","There is a fight nobody sees — someone shields you, or works around you, and you notice late. The profits and the losses both come from there. Sign nothing you would not show to a third person."
"jupiter","7","saturn","1","Разширението идва отвън, а спирачката е у вас — вие сте този, който казва стига. Избирате човек по-сериозен или по-възрастен и се държите съответно. Понякога отказвате хубавото само защото ви е дошло лесно.","The widening comes from outside and the brake is inside you — you are the one who says enough. You pick someone older or more serious and you carry yourself to match. Sometimes you refuse the good thing simply because it came easily."
"jupiter","7","saturn","2","Другият носи повече, но парите се броят строго и бавно. Никой не дава просто така и вие го приемате. Именно затова тук обещанията трябва да са писани, не казани.","The other one brings more, but the money is counted strictly and slowly. Nobody gives for nothing and you are fine with that. Which is why here the promises need to be written, not spoken."
"jupiter","7","saturn","3","Говори се малко и се уговаря сериозно — думите тук тежат. Роднина или съсед може да ви отвори голяма врата, но не веднага. Търпете разговорите, които се проточват; от тях излиза най-много.","There is little chatter and the arranging is serious; words weigh something here. A relative or a neighbour may open a big door for you, though not straight away. Sit through the conversations that drag; the most comes out of those."
"jupiter","7","saturn","4","Голямото идва през къщата и през старите — имот, наследство, нещо, което се чака дълго. Онзи до вас внася повече, но и повече правила. Пазете търпение, защото тук нищо не става за месец.","The big thing comes through the house and through the old people — property, an inheritance, something you wait a long time for. The one beside you brings more, and more rules along with it. Keep your patience; nothing here happens inside a month."
"jupiter","7","saturn","5","Децата и радостите идват късно, но идват солидно. Другият не се лее в чувства и вие се учите да четете дребните знаци. Не бързайте с рискованите игри; тук печели този, който изчака.","Children and pleasures arrive late, but they arrive solid. The other one does not gush and you learn to read the small signs. Do not rush the risky games; here the one who waits wins."
"jupiter","7","saturn","6","Всичко се изкарва с работа и никой не ви подарява нищо. Другият е трудолюбив, взискателен и точно от това животът ви става по-голям. Само не носете и неговата част; гърбът ви ще ви го напомни.","Everything is earned by work and nobody hands you anything. The other one is hardworking and demanding, and that is exactly what makes your life bigger. Just do not carry their share as well; your back will remind you."
"jupiter","7","saturn","7","Другият е тежък човек — сдържан, сериозен, може би по-възрастен, и точно той ви носи повече. Обвързването става бавно и остава дълго. Тук е важно да питате открито за условията, преди да ги приемете.","The other one is a weighty person — reserved, serious, perhaps older, and it is exactly they who bring you more. The binding happens slowly and lasts a long time. Here it matters to ask the terms out loud before accepting them."
"jupiter","7","saturn","8","Договори, дългове и чакане — така се урежда голямото между вас. Идват пари, но с условия и с дати. Прочетете всичко и не подписвайте, докато ви е весело.","Contracts, debts and waiting — that is how the big things between you get settled. Money does come, but with conditions and with dates. Read everything, and do not sign while the mood is high."
"jupiter","7","saturn","9","Далечното се урежда с документи, не с ентусиазъм — виза, диплома, разрешително. Човекът ви извежда навън, но пътят е дълъг и скъп. Тръгнете едва след като имате всичко на хартия.","The far-off is arranged with paperwork, not with enthusiasm — a visa, a diploma, a permit. The person takes you out into the world, but the road is long and expensive. Set off only once you have it all on paper."
"jupiter","7","saturn","10","Името си градите бавно и с чужда помощ, дадена срещу ясни условия. Онзи до вас е сериозен и хората го уважават. Внимавайте да не обещаете повече, отколкото можете да носите пред публика.","You build your name slowly and with outside help given on clear terms. The one beside you is serious and people respect them. Careful not to promise in public more than you can carry."
"jupiter","7","saturn","11","Полезните хора са малко, но остават с години. Приятелството тук се доказва с дела, не с приказка на маса. Не разчитайте на цялата компания; разчитайте на двама от нея.","The useful people are few, but they stay for years. Friendship here is proved by deeds, not by talk over a table. Do not count on the whole crowd; count on two of them."
"jupiter","7","saturn","12","Има стар дълг или стара уговорка, която тежи, без да се обсъжда. Помощта идва скрито и с условие, което никой не изрича. Кажете го на глас, преди да е станало голямо.","There is an old debt or an old arrangement that weighs without being discussed. The help comes quietly and with a condition nobody states. Say it out loud before it grows."
